movie_id,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
661,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
671,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
673,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
674,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
678,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
680,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
688,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
694,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
707,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
709,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
714,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
736,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
742,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
761,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
765,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
780,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
783,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
788,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
798,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
799,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
800,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
801,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
805,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
810,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
833,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
837,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
838,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
842,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
849,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
851,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
852,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
858,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
861,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
866,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
879,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
886,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
891,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
898,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
899,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
901,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
903,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
908,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
909,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
910,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
911,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
913,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
914,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
916,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
919,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
923,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
924,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
926,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
930,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
931,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
932,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
933,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
938,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
940,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
942,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
943,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
945,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
946,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
950,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
952,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
965,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
969,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
986,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
996,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
999,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1005,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1009,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1010,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1013,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1014,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1015,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1016,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1023,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1025,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1027,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1028,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1029,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1030,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1031,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1032,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1033,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1035,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1036,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1037,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1042,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1047,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1051,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1057,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1059,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1060,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1073,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1079,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1082,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1083,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1084,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1086,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1088,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1089,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1090,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1097,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1099,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1120,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1125,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1127,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1130,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1131,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1148,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1173,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1175,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1176,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1179,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1187,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1190,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1191,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1197,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1198,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1200,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1201,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1204,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1206,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1208,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1209,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1211,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1212,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1213,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1215,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1216,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1218,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1219,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1220,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1221,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1223,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1224,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1227,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1230,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1232,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1233,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1234,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1241,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1243,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1244,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1245,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1246,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1247,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1248,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1249,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1250,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1251,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1252,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1254,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1255,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1258,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1259,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1260,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1261,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1262,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1264,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1265,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1268,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1269,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1270,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1271,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1273,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1274,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1275,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1277,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1278,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1279,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1281,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1282,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1284,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1287,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1290,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1291,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1297,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1300,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1302,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1303,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1320,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1321,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1327,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1339,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1340,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1344,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
